formula,mpid,formation_enthalpy,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
TiSi2,mp-2582,-0.5908,14.0,22.0,8.0,16.666666666666668,3.555555555555556,14.0,43.0,78.0,35.0,66.33333333333333,15.555555555555557,78.0,28.0855,47.867,19.781499999999998,34.67933333333333,8.791777777777776,28.0855,1687.0,1941.0,254.0,1771.6666666666667,112.88888888888891,1687.0,4.0,14.0,10.0,10.666666666666666,4.444444444444445,14.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,111.0,160.0,49.0,127.33333333333333,21.777777777777775,111.0,1.54,1.9,0.3599999999999999,1.78,0.15999999999999992,1.9,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,8.0,8.0,2.6666666666666665,3.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.333333333333333,1.7777777777777777,4.0,16.69,20.44,3.75,19.19,1.6666666666666667,20.44,0.0,0.773,0.773,0.5153333333333333,0.3435555555555556,0.773,0.0,2.25333333333e-05,2.25333333333e-05,7.5111111111e-06,1.00148148148e-05,0.0,194.0,227.0,33.0,216.0,14.666666666666666,227.0
TmSi2,mp-772,-0.6726,14.0,69.0,55.0,32.333333333333336,24.444444444444446,14.0,37.0,78.0,41.0,64.33333333333333,18.222222222222225,78.0,28.0855,168.93421,140.84871,75.03507,62.59942666666668,28.0855,1687.0,1818.0,131.0,1730.6666666666667,58.22222222222225,1687.0,3.0,14.0,11.0,10.333333333333334,4.888888888888888,14.0,3.0,6.0,3.0,4.0,1.3333333333333333,3.0,111.0,190.0,79.0,137.33333333333334,35.111111111111114,111.0,1.25,1.9,0.6499999999999999,1.6833333333333333,0.2888888888888888,1.9,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,4.333333333333333,5.777777777777779,0.0,4.0,15.0,11.0,7.666666666666667,4.888888888888889,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,1.0,4.0,3.0,3.0,1.3333333333333333,4.0,20.44,29.78,9.34,23.55333333333333,4.15111111111111,20.44,0.0,0.773,0.773,0.5153333333333333,0.3435555555555556,0.773,0.0,0.0,0.0,0.0,0.0,0.0,194.0,227.0,33.0,216.0,14.666666666666666,227.0
VSi2,mp-10711,-0.3887,14.0,23.0,9.0,17.0,4.0,14.0,46.0,78.0,32.0,67.33333333333333,14.222222222222223,78.0,28.0855,50.9415,22.855999999999998,35.704166666666666,10.158222222222221,28.0855,1687.0,2183.0,496.0,1852.3333333333333,220.44444444444443,1687.0,5.0,14.0,9.0,11.0,4.0,14.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,111.0,153.0,42.0,125.0,18.666666666666668,111.0,1.63,1.9,0.27,1.8099999999999998,0.12000000000000004,1.9,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.333333333333333,0.44444444444444436,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,7.0,7.0,2.3333333333333335,3.1111111111111107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,5.0,1.3333333333333333,4.0,13.01,20.44,7.4300000000000015,17.963333333333335,3.302222222222223,20.44,0.0,0.773,0.773,0.5153333333333333,0.3435555555555556,0.773,0.0,0.0,0.0,0.0,0.0,0.0,227.0,229.0,2.0,227.66666666666666,0.8888888888888857,227.0
Si2W,mp-1620,-0.2829,14.0,74.0,60.0,34.0,26.666666666666668,14.0,51.0,78.0,27.0,69.0,12.0,78.0,28.0855,183.84,155.7545,80.00366666666666,69.22422222222222,28.0855,1687.0,3695.0,2008.0,2356.3333333333335,892.4444444444445,1687.0,6.0,14.0,8.0,11.333333333333334,3.5555555555555554,14.0,3.0,6.0,3.0,4.0,1.3333333333333333,3.0,111.0,162.0,51.0,128.0,22.666666666666668,111.0,1.9,2.36,0.45999999999999996,2.0533333333333332,0.20444444444444443,1.9,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,4.0,20.0,16.0,9.333333333333334,7.111111111111112,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,6.0,6.0,2.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.666666666666667,0.888888888888889,4.0,16.05,20.44,4.390000000000001,18.97666666666667,1.9511111111111106,20.44,0.0,0.773,0.773,0.5153333333333333,0.3435555555555556,0.773,0.0,0.0,0.0,0.0,0.0,0.0,227.0,229.0,2.0,227.66666666666666,0.8888888888888857,227.0
YSi2,mp-2568,-0.6405,14.0,39.0,25.0,22.333333333333332,11.111111111111109,14.0,12.0,78.0,66.0,56.0,29.333333333333332,78.0,28.0855,88.90585,60.820350000000005,48.35895,27.031266666666667,28.0855,1687.0,1799.0,112.0,1724.3333333333333,49.77777777777775,1687.0,3.0,14.0,11.0,10.333333333333334,4.888888888888888,14.0,3.0,5.0,2.0,3.6666666666666665,0.8888888888888888,3.0,111.0,190.0,79.0,137.33333333333334,35.111111111111114,111.0,1.22,1.9,0.6799999999999999,1.6733333333333331,0.3022222222222222,1.9,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.6666666666666665,0.4444444444444445,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,9.0,9.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,5.666666666666667,2.2222222222222223,4.0,20.44,32.365,11.925,24.415000000000003,5.300000000000001,20.44,0.0,0.773,0.773,0.5153333333333333,0.3435555555555556,0.773,0.0,0.0,0.0,0.0,0.0,0.0,194.0,227.0,33.0,216.0,14.666666666666666,227.0
ZrSi2,mp-1515,-0.625,14.0,40.0,26.0,22.666666666666668,11.555555555555557,14.0,44.0,78.0,34.0,66.66666666666667,15.111111111111109,78.0,28.0855,91.224,63.13850000000001,49.13166666666667,28.061555555555557,28.0855,1687.0,2128.0,441.0,1834.0,196.0,1687.0,4.0,14.0,10.0,10.666666666666666,4.444444444444445,14.0,3.0,5.0,2.0,3.6666666666666665,0.8888888888888888,3.0,111.0,175.0,64.0,132.33333333333334,28.444444444444446,111.0,1.33,1.9,0.5699999999999998,1.71,0.25333333333333324,1.9,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,8.0,8.0,2.6666666666666665,3.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.333333333333333,1.7777777777777777,4.0,20.44,23.195,2.754999999999999,21.358333333333334,1.224444444444444,20.44,0.0,0.773,0.773,0.5153333333333333,0.3435555555555556,0.773,0.0,0.0,0.0,0.0,0.0,0.0,194.0,227.0,33.0,216.0,14.666666666666666,227.0
CeIn3,mp-20369,-0.5089,49.0,58.0,9.0,51.25,3.375,49.0,15.0,75.0,60.0,60.0,22.5,75.0,114.818,140.116,25.298000000000016,121.14250000000001,9.486750000000011,114.818,429.75,1071.0,641.25,590.0625,240.46875,429.75,3.0,13.0,10.0,10.5,3.75,13.0,5.0,6.0,1.0,5.25,0.375,5.0,142.0,204.0,62.0,157.5,23.25,142.0,1.12,1.78,0.6599999999999999,1.615,0.2475,1.78,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.75,0.375,1.0,1.0,10.0,9.0,7.75,3.375,10.0,0.0,1.0,1.0,0.25,0.375,0.0,4.0,13.0,9.0,10.75,3.375,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.75,1.875,5.0,0.0,9.0,9.0,2.25,3.375,0.0,0.0,13.0,13.0,3.25,4.875,0.0,5.0,22.0,17.0,9.25,6.375,5.0,24.26,37.24,12.98,27.505000000000003,4.867500000000001,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,194.0,55.0,152.75,20.625,139.0
PrIn3,mp-20903,-0.5317,49.0,59.0,10.0,51.5,3.75,49.0,17.0,75.0,58.0,60.5,21.75,75.0,114.818,140.90765,26.089649999999992,121.3404125,9.783618749999999,114.818,429.75,1204.0,774.25,623.3125,290.34375,429.75,3.0,13.0,10.0,10.5,3.75,13.0,5.0,6.0,1.0,5.25,0.375,5.0,142.0,203.0,61.0,157.25,22.875,142.0,1.13,1.78,0.6500000000000001,1.6175,0.24375000000000008,1.78,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,3.0,3.0,0.75,1.125,0.0,5.0,13.0,8.0,11.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.75,1.875,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,2.75,4.125,0.0,5.0,11.0,6.0,6.5,2.25,5.0,24.26,35.675,11.414999999999996,27.11375,4.280624999999998,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,194.0,55.0,152.75,20.625,139.0
NdIn3,mp-21197,-0.5338,49.0,60.0,11.0,51.75,4.125,49.0,19.0,75.0,56.0,61.0,21.0,75.0,114.818,144.242,29.423999999999992,122.174,11.034000000000002,114.818,429.75,1294.0,864.25,645.8125,324.09375,429.75,3.0,13.0,10.0,10.5,3.75,13.0,5.0,6.0,1.0,5.25,0.375,5.0,142.0,201.0,59.0,156.75,22.125,142.0,1.14,1.78,0.6400000000000001,1.6199999999999999,0.2400000000000001,1.78,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,4.0,4.0,1.0,1.5,0.0,6.0,13.0,7.0,11.25,2.625,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.75,1.875,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.5,3.75,0.0,5.0,10.0,5.0,6.25,1.875,5.0,24.26,34.81,10.55,26.8975,3.95625,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,194.0,55.0,152.75,20.625,139.0
SmIn3,mp-19977,-0.5389,49.0,62.0,13.0,52.25,4.875,49.0,23.0,75.0,52.0,62.0,19.5,75.0,114.818,150.36,35.542000000000016,123.7035,13.328250000000008,114.818,429.75,1345.0,915.25,658.5625,343.21875,429.75,3.0,13.0,10.0,10.5,3.75,13.0,5.0,6.0,1.0,5.25,0.375,5.0,142.0,198.0,56.0,156.0,21.0,142.0,1.17,1.78,0.6100000000000001,1.6275,0.22875000000000006,1.78,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,6.0,6.0,1.5,2.25,0.0,8.0,13.0,5.0,11.75,1.875,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.75,1.875,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,3.0,0.0,5.0,8.0,3.0,5.75,1.125,5.0,24.26,33.23,8.969999999999995,26.502499999999998,3.363749999999997,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,166.0,27.0,145.75,10.125,139.0
GdIn3,mp-20258,-0.5027,49.0,64.0,15.0,52.75,5.625,49.0,27.0,75.0,48.0,63.0,18.0,75.0,114.818,157.25,42.432,125.426,15.912000000000003,114.818,429.75,1586.0,1156.25,718.8125,433.59375,429.75,3.0,13.0,10.0,10.5,3.75,13.0,5.0,6.0,1.0,5.25,0.375,5.0,142.0,196.0,54.0,155.5,20.25,142.0,1.2,1.78,0.5800000000000001,1.635,0.21750000000000003,1.78,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.75,0.375,1.0,1.0,10.0,9.0,7.75,3.375,10.0,0.0,7.0,7.0,1.75,2.625,0.0,10.0,13.0,3.0,12.25,1.125,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.75,1.875,5.0,0.0,9.0,9.0,2.25,3.375,0.0,0.0,7.0,7.0,1.75,2.625,0.0,5.0,16.0,11.0,7.75,4.125,5.0,24.26,32.05,7.789999999999996,26.2075,2.921249999999998,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,194.0,55.0,152.75,20.625,139.0
TbIn3,mp-20920,-0.5545,49.0,65.0,16.0,53.0,6.0,49.0,29.0,75.0,46.0,63.5,17.25,75.0,114.818,158.92535,44.10735000000001,125.84483750000001,16.54025625000001,114.818,429.75,1629.0,1199.25,729.5625,449.71875,429.75,3.0,13.0,10.0,10.5,3.75,13.0,5.0,6.0,1.0,5.25,0.375,5.0,142.0,194.0,52.0,155.0,19.5,142.0,1.21,1.78,0.5700000000000001,1.6375,0.21375000000000005,1.78,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,9.0,9.0,2.25,3.375,0.0,11.0,13.0,2.0,12.5,0.75,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.75,1.875,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,5.0,5.0,0.0,5.0,0.0,5.0,24.26,31.7366666667,7.476666666699998,26.129166666675,2.8037500000124993,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,194.0,55.0,152.75,20.625,139.0
DyIn3,mp-20236,-0.4985,49.0,66.0,17.0,53.25,6.375,49.0,31.0,75.0,44.0,64.0,16.5,75.0,114.818,162.5,47.682,126.7385,17.880750000000003,114.818,429.75,1685.0,1255.25,743.5625,470.71875,429.75,3.0,13.0,10.0,10.5,3.75,13.0,5.0,6.0,1.0,5.25,0.375,5.0,142.0,192.0,50.0,154.5,18.75,142.0,1.22,1.78,0.56,1.64,0.21000000000000008,1.78,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,10.0,10.0,2.5,3.75,0.0,12.0,13.0,1.0,12.75,0.375,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.75,1.875,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.5,0.0,4.0,5.0,1.0,4.75,0.375,5.0,24.26,31.24,6.979999999999997,26.005,2.617499999999998,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,194.0,55.0,152.75,20.625,139.0
Ho5In3,,-0.5203,49.0,67.0,18.0,60.25,8.4375,67.0,33.0,75.0,42.0,48.75,19.6875,33.0,114.818,164.93032,50.11232,146.13819999999998,23.49015,164.93032,429.75,1747.0,1317.25,1253.03125,617.4609375,1747.0,3.0,13.0,10.0,6.75,4.6875,3.0,5.0,6.0,1.0,5.625,0.46875,6.0,142.0,192.0,50.0,173.25,23.4375,192.0,1.23,1.78,0.55,1.43625,0.2578125,1.23,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,10.0,10.0,3.75,4.6875,0.0,0.0,11.0,11.0,6.875,5.15625,11.0,13.0,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.875,2.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.875,1.40625,3.0,3.0,5.0,2.0,3.75,0.9375,3.0,24.26,30.7333333333,6.473333333299998,28.3058333333125,3.034374999984374,30.7333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,194.0,55.0,173.375,25.78125,194.0
Er5In3,,-0.4944,49.0,68.0,19.0,60.875,8.90625,68.0,35.0,75.0,40.0,50.0,18.75,35.0,114.818,167.259,52.44099999999999,147.593625,24.581718749999993,167.259,429.75,1770.0,1340.25,1267.40625,628.2421875,1770.0,3.0,13.0,10.0,6.75,4.6875,3.0,5.0,6.0,1.0,5.625,0.46875,6.0,142.0,189.0,47.0,171.375,22.03125,189.0,1.24,1.78,0.54,1.4425,0.253125,1.24,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,10.0,10.0,3.75,4.6875,0.0,0.0,12.0,12.0,7.5,5.625,12.0,13.0,14.0,1.0,13.625,0.46875,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.875,2.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.25,0.9375,2.0,2.0,5.0,3.0,3.125,1.40625,2.0,24.26,30.585,6.324999999999999,28.213125,2.9648437499999996,30.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,194.0,55.0,173.375,25.78125,194.0
TmIn3,mp-21177,-0.4923,49.0,69.0,20.0,54.0,7.5,49.0,37.0,75.0,38.0,65.5,14.25,75.0,114.818,168.93421,54.11621000000001,128.34705250000002,20.293578750000012,114.818,429.75,1818.0,1388.25,776.8125,520.59375,429.75,3.0,13.0,10.0,10.5,3.75,13.0,5.0,6.0,1.0,5.25,0.375,5.0,142.0,190.0,48.0,154.0,18.0,142.0,1.25,1.78,0.53,1.6475,0.19875000000000004,1.78,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,13.0,13.0,3.25,4.875,0.0,13.0,15.0,2.0,13.5,0.75,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.75,1.875,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.375,0.0,1.0,5.0,4.0,4.0,1.5,5.0,24.26,29.78,5.52,25.64,2.0699999999999994,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,194.0,55.0,152.75,20.625,139.0
Lu5In3,,-0.5421,49.0,71.0,22.0,62.75,10.3125,71.0,41.0,75.0,34.0,53.75,15.9375,41.0,114.818,174.9668,60.14880000000001,152.411,28.194750000000006,174.9668,429.75,1936.0,1506.25,1371.15625,706.0546875,1936.0,3.0,13.0,10.0,6.75,4.6875,3.0,5.0,6.0,1.0,5.625,0.46875,6.0,142.0,187.0,45.0,170.125,21.09375,187.0,1.27,1.78,0.51,1.46125,0.23906249999999998,1.27,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.375,0.46875,0.0,1.0,10.0,9.0,4.375,4.21875,1.0,0.0,14.0,14.0,8.75,6.5625,14.0,13.0,17.0,4.0,15.5,1.875,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.875,2.34375,0.0,0.0,9.0,9.0,5.625,4.21875,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,4.0,7.5,1.875,9.0,24.26,28.865,4.604999999999997,27.138125,2.1585937499999988,28.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.0014044375,0.001053328125,0.0022471,139.0,194.0,55.0,173.375,25.78125,194.0
Cu51Zr14,,-0.2519,29.0,40.0,11.0,31.369230769230768,3.7178698224852065,29.0,44.0,64.0,20.0,59.69230769230769,6.759763313609467,64.0,63.546,91.224,27.678000000000004,69.50741538461538,9.354836449704143,63.546,1357.77,2128.0,770.23,1523.6656923076923,260.3286248520711,1357.77,4.0,11.0,7.0,9.492307692307692,2.3659171597633137,11.0,4.0,5.0,1.0,4.2153846153846155,0.33798816568047346,4.0,132.0,175.0,43.0,141.26153846153846,14.533491124260358,132.0,1.33,1.9,0.5699999999999998,1.7772307692307692,0.19265325443786976,1.9,1.0,2.0,1.0,1.2153846153846153,0.3379881656804733,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,8.0,8.276923076923078,2.7039053254437864,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,7.0,9.492307692307692,2.3659171597633137,11.0,0.0,1.0,1.0,0.7846153846153846,0.33798816568047335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.7230769230769232,2.703905325443787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.5076923076923077,2.3659171597633137,1.0,11.07,23.195,12.125,13.681538461538462,4.098106508875739,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,218.3230769230769,10.477633136094681,225.0
Cu3Pd,mp-580357,-0.0788,29.0,46.0,17.0,33.25,6.375,29.0,62.0,64.0,2.0,63.5,0.75,64.0,63.546,106.42,42.874,74.2645,16.07775,63.546,1357.77,1828.05,470.28,1475.34,176.35499999999996,1357.77,10.0,11.0,1.0,10.75,0.375,11.0,4.0,5.0,1.0,4.25,0.375,4.0,132.0,139.0,7.0,133.75,2.625,132.0,1.9,2.2,0.30000000000000027,1.9749999999999999,0.11250000000000004,1.9,0.0,1.0,1.0,0.75,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,1.0,10.75,0.375,11.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.375,1.0,11.07,14.41,3.34,11.905000000000001,1.2525000000000004,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,225.0,0.0,225.0,0.0,225.0
